violation_id,legal_doc,article,clause,point,vehicle_type,actor,behavior_canonical,behavior_raw,condition_text,fine_min,fine_max,fine_text,additional_penalty,penalty_duration,point_deduction,remedial_measure,effective_status,source_text,note
ND168_14_8_a_0411,Nghị định 168/2024/NĐ-CP,14,8,a,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Thực hiện hành vi quy định tại điểm a, điểm b, điểm c khoản 2 Điều 14 Nghị định số 168/2024/NĐ-CP (Cụ thể: Điều khiển xe không có chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) hoặc sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) đã hết hạn sử dụng, hết hiệu lực; Sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) bị tẩy xóa; sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) không đúng số khung, số động cơ (số máy) của xe hoặc không do cơ quan có thẩm quyền cấp; Điều khiển xe đăng ký tạm thời hoạt động quá phạm vi, tuyến đường, thời hạn cho phép)","Thực hiện hành vi quy định tại điểm a, điểm b, điểm c khoản 2 Điều 14 Nghị định số 168/2024/NĐ-CP (Cụ thể: Điều khiển xe không có chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) hoặc sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) đã hết hạn sử dụng, hết hiệu lực; Sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) bị tẩy xóa; sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) không đúng số khung, số động cơ (số máy) của xe hoặc không do cơ quan có thẩm quyền cấp; Điều khiển xe đăng ký tạm thời hoạt động quá phạm vi, tuyến đường, thời hạn cho phép)",,,,,,,bị trừ điểm giấy phép lái xe 02 điểm,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 14 - Khoản 8 - Điểm a]
Điều 14. Xử phạt, trừ điểm giấy phép lái xe của người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
8. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển xe thực hiện hành vi vi phạm còn bị trừ điểm giấy phép lái xe như sau:
a) Thực hiện hành vi quy định tại điểm a, điểm b, điểm c khoản 2 Điều này bị trừ điểm giấy phép lái xe 02 điểm;",
ND168_14_8_b_0412,Nghị định 168/2024/NĐ-CP,14,8,b,xe máy,"Người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự","Thực hiện hành vi quy định tại khoản 3 Điều 14 Nghị định số 168/2024/NĐ-CP (Cụ thể: Điều khiển xe không gắn biển số (đối với loại xe có quy định phải gắn biển số); gắn biển số không đúng với chứng nhận đăng ký xe; gắn biển số không do cơ quan có thẩm quyền cấp; Điều khiển xe gắn biển số không đúng vị trí, không đúng quy cách theo quy định; gắn biển số không rõ chữ, số hoặc sử dụng chất liệu khác sơn, dán lên chữ, số của biển số xe; gắn biển số bị bẻ cong, che lấp, làm thay đổi chữ, số, màu sắc (của chữ, số, nền biển số xe), hình dạng, kích thước của biển số xe.)","Thực hiện hành vi quy định tại khoản 3 Điều 14 Nghị định số 168/2024/NĐ-CP (Cụ thể: Điều khiển xe không gắn biển số (đối với loại xe có quy định phải gắn biển số); gắn biển số không đúng với chứng nhận đăng ký xe; gắn biển số không do cơ quan có thẩm quyền cấp; Điều khiển xe gắn biển số không đúng vị trí, không đúng quy cách theo quy định; gắn biển số không rõ chữ, số hoặc sử dụng chất liệu khác sơn, dán lên chữ, số của biển số xe; gắn biển số bị bẻ cong, che lấp, làm thay đổi chữ, số, màu sắc (của chữ, số, nền biển số xe), hình dạng, kích thước của biển số xe.)",,,,,,,bị trừ điểm giấy phép lái xe 06 điểm,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 14 - Khoản 8 - Điểm b]
Điều 14. Xử phạt, trừ điểm giấy phép lái xe của người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
8. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển xe thực hiện hành vi vi phạm còn bị trừ điểm giấy phép lái xe như sau:
b) Thực hiện hành vi quy định tại khoản 3 Điều này bị trừ điểm giấy phép lái xe 06 điểm.",
ND168_14_7_0413,Nghị định 168/2024/NĐ-CP,14,7,,xe máy,"người điều khiển xe (mô tô, xe máy)","thực hiện hành vi quy định tại điểm b khoản 2 Điều 14 Nghị định số 168/2024/NĐ-CP (Cụ thể: Sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) bị tẩy xóa; sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) không đúng số khung, số động cơ (số máy) của xe hoặc không do cơ quan có thẩm quyền cấp)","thực hiện hành vi quy định tại điểm b khoản 2 Điều 14 Nghị định số 168/2024/NĐ-CP (Cụ thể: Sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) bị tẩy xóa; sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) không đúng số khung, số động cơ (số máy) của xe hoặc không do cơ quan có thẩm quyền cấp)",,,,,"bị thu hồi chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) không đúng số khung, số động cơ (số máy) của xe hoặc không do cơ quan có thẩm quyền cấp",,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 14 - Khoản 7]
Điều 14. Xử phạt, trừ điểm giấy phép lái xe của người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
7. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển xe thực hiện hành vi quy định tại điểm b khoản 2 Điều này bị thu hồi chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụn",
ND168_15_1_0414,Nghị định 168/2024/NĐ-CP,15,1,,xe đạp/xe thô sơ,Người điều khiển xe thô sơ,Điều khiển xe thô sơ không có các bộ phận an toàn theo quy định,"hành vi điều khiển xe không có bộ phận phát âm thanh cảnh báo (còi, chuông); không có đèn chiếu sáng hoặc tấm phản quang phía trước; không có đèn tín hiệu hoặc tấm phản quang phía sau xe (đối với loại xe quy định phải có bộ phận này).",,100000,200000,Phạt tiền từ 100.000 đồng đến 200.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 15 - Khoản 1]
Điều 15. Xử phạt người điều khiển xe thô sơ vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với hành vi điều khiển xe không có bộ phận phát âm thanh cảnh báo (còi, chuông); không có đèn chiếu sáng

hoặc tấm phản quang phía trước; không có đèn tín hiệu hoặc tấm phản quang phía sau xe (đối với loại xe quy định phải có bộ phận này).",
ND168_16_1_a_0415,Nghị định 168/2024/NĐ-CP,16,1,a,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Điều khiển xe không gắn biển số,Điều khiển xe không gắn biển số (đối với loại xe có quy định phải gắn biển số),,800000,1000000,Phạt tiền từ 800.000 đồng đến 1.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 1 - Điểm a]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Điều khiển xe không gắn biển số (đối với loại xe có quy định phải gắn biển số);",
ND168_15_2_0416,Nghị định 168/2024/NĐ-CP,15,2,,xe đạp/xe thô sơ,Người điều khiển xe thô sơ,Điều khiển xe không có hệ thống hãm hoặc có nhưng không hiệu lực,hành vi điều khiển xe không có hệ thống (bộ phận) hãm hoặc có nhưng không có hiệu lực,,300000,400000,Phạt tiền từ 300.000 đồng đến 400.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 15 - Khoản 2]
Điều 15. Xử phạt người điều khiển xe thô sơ vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
2. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với hành vi điều khiển xe không có hệ thống (bộ phận) hãm hoặc có nhưng không có hiệu lực (đối với loại xe quy định phải có hệ thống (bộ phận) này).",
ND168_16_1_c_0417,Nghị định 168/2024/NĐ-CP,16,1,c,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,"Điều khiển xe có bộ phận chuyên dùng lắp đặt không đúng vị trí, không bảo đảm an toàn",Điều khiển xe có các bộ phận chuyên dùng lắp đặt không đúng vị trí; không bảo đảm an toàn khi di chuyển,,800000,1000000,Phạt tiền từ 800.000 đồng đến 1.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 1 - Điểm c]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
c) Điều khiển xe có các bộ phận chuyên dùng lắp đặt không đúng vị trí; không bảo đảm an toàn khi di chuyển;",
ND168_16_1_d_0418,Nghị định 168/2024/NĐ-CP,16,1,d,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,"Điều khiển xe không có đủ đèn chiếu sáng, bộ phận giảm thanh, giảm khói không có tác dụng hoặc không bảo đảm quy chuẩn môi trường","Điều khiển xe không có đủ đèn chiếu sáng; không có bộ phận giảm thanh, giảm khói hoặc có nhưng không có tác dụng, không bảo đảm quy chuẩn môi trường về khí thải, tiếng ồn",,800000,1000000,Phạt tiền từ 800.000 đồng đến 1.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 1 - Điểm d]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
d) Điều khiển xe không có đủ đèn chiếu sáng; không có bộ phận giảm thanh, giảm khói hoặc có nhưng không có tác dụng, không bảo đảm quy chuẩn môi trường về khí thải, tiếng ồn;",
ND168_16_1_b_0419,Nghị định 168/2024/NĐ-CP,16,1,b,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Điều khiển xe không có hoặc không đảm bảo tiêu chuẩn hệ thống hãm,Điều khiển xe không có hệ thống hãm hoặc có hệ thống hãm nhưng không bảo đảm tiêu chuẩn kỹ thuật,,800000,1000000,Phạt tiền từ 800.000 đồng đến 1.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 1 - Điểm b]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
b) Điều khiển xe không có hệ thống hãm hoặc có hệ thống hãm nhưng không bảo đảm tiêu chuẩn kỹ thuật; điều khiển xe có hệ thống chuyển hướng không bảo đảm tiêu chuẩn kỹ thuật;",
ND168_16_1_b_0420,Nghị định 168/2024/NĐ-CP,16,1,b,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Điều khiển xe có hệ thống chuyển hướng không đảm bảo tiêu chuẩn kỹ thuật,điều khiển xe có hệ thống chuyển hướng không bảo đảm tiêu chuẩn kỹ thuật,,800000,1000000,Phạt tiền từ 800.000 đồng đến 1.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 1 - Điểm b]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
b) Điều khiển xe không có hệ thống hãm hoặc có hệ thống hãm nhưng không bảo đảm tiêu chuẩn kỹ thuật; điều khiển xe có hệ thống chuyển hướng không bảo đảm tiêu chuẩn kỹ thuật;",
ND168_16_2_a_0421,Nghị định 168/2024/NĐ-CP,16,2,a,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Điều khiển xe hoạt động không đúng phạm vi quy định,Điều khiển xe hoạt động không đúng phạm vi quy định,,1000000,2000000,Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 2 - Điểm a]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
2. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Điều khiển xe hoạt động không đúng phạm vi quy định;",
ND168_16_1_e_0422,Nghị định 168/2024/NĐ-CP,16,1,e,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Vi phạm quy định về biển số xe máy chuyên dùng,"Điều khiển xe không gắn đủ biển số hoặc gắn biển số không đúng vị trí, không đúng quy cách theo quy định; gắn biển số không rõ chữ, số của biển số xe hoặc sử dụng chất liệu khác sơn, dán lên chữ, số của biển số xe; gắn biển số bị bẻ cong, che lấp, làm thay đổi chữ, số, màu sắc (của chữ, số, nền biển số xe), hình dạng, kích thước của biển số xe.",,800000,1000000,Phạt tiền từ 800.000 đồng đến 1.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 1 - Điểm e]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
e) Điều khiển xe không gắn đủ biển số hoặc gắn biển số không đúng vị trí, không đúng quy cách theo quy định; gắn biển số không rõ chữ, số của biển số xe hoặc sử dụng chất liệu khác sơn, dán lên chữ, số của biển số xe; gắn biển số bị bẻ cong, che lấp, làm thay đổi chữ, số, màu sắc (củ",
ND168_16_1_đ_0423,Nghị định 168/2024/NĐ-CP,16,1,đ,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Điều khiển xe có giấy chứng nhận/tem kiểm định hết hiệu lực dưới 01 tháng,Điều khiển xe có giấy chứng nhận hoặc tem kiểm định an toàn kỹ thuật và bảo vệ môi trường nhưng đã hết hiệu lực (hạn sử dụng) dưới 01 tháng (kể cả rơ moóc),,800000,1000000,Phạt tiền từ 800.000 đồng đến 1.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 1 - Điểm đ]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
đ) Điều khiển xe có giấy chứng nhận hoặc tem kiểm định an toàn kỹ thuật và bảo vệ môi trường nhưng đã hết hiệu lực (hạn sử dụng) dưới 01 tháng (kể cả rơ moóc);",
ND168_16_2_c_0424,Nghị định 168/2024/NĐ-CP,16,2,c,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Điều khiển xe không có hoặc sử dụng chứng nhận đăng ký xe hết hạn,"Điều khiển xe không có chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) hoặc sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) đã hết hạn sử dụng, hết hiệu lực (kể cả rơ moóc)",,1000000,2000000,Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 2 - Điểm c]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
2. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
c) Điều khiển xe không có chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe",
ND168_16_2_d_0425,Nghị định 168/2024/NĐ-CP,16,2,d,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Gắn biển số không đúng hoặc không do cơ quan có thẩm quyền cấp,Điều khiển xe gắn biển số không đúng với chứng nhận đăng ký xe hoặc gắn biển số không do cơ quan có thẩm quyền cấp (kể cả rơ moóc),,1000000,2000000,Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 2 - Điểm d]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
2. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
d) Điều khiển xe gắn biển số không đúng với chứng nhận đăng ký xe hoặc gắn biển số không do cơ quan có thẩm quyền cấp (kể cả rơ moóc);",
ND168_16_2_b_0426,Nghị định 168/2024/NĐ-CP,16,2,b,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Điều khiển xe không có hoặc hết hạn giấy/tem kiểm định từ 01 tháng trở lên,"Điều khiển xe không có giấy chứng nhận hoặc tem kiểm định an toàn kỹ thuật và bảo vệ môi trường (đối với loại xe có quy định phải kiểm định, trừ xe đăng ký tạm thời) hoặc có nhưng đã hết hiệu lực (hạn sử dụng) từ 01 tháng trở lên (kể cả rơ moóc)",đối với loại xe có quy định phải kiểm định,1000000,2000000,Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng,,từ 01 tháng trở lên,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 2 - Điểm b]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
2. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
b) Điều khiển xe không có giấy chứng nhận hoặc tem kiểm định an toàn kỹ thuật và bảo vệ môi trường (đối với loại xe có quy định phải kiểm định, trừ xe đăng ký tạm thời) hoặc có nhưng đã hết hiệu lực (hạn sử dụng) từ 01 tháng trở lên (kể cả rơ moóc);",
ND168_16_4_a_0427,Nghị định 168/2024/NĐ-CP,16,4,a,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Thực hiện hành vi quy định tại điểm d khoản 2 Điều 16 Nghị định số 168/2024/NĐ-CP (Cụ thể: Điều khiển xe gắn biển số không đúng với chứng nhận đăng ký xe hoặc gắn biển số không do cơ quan có thẩm quyền cấp (kể cả rơ moóc)),Thực hiện hành vi quy định tại điểm d khoản 2 Điều 16 Nghị định số 168/2024/NĐ-CP (Cụ thể: Điều khiển xe gắn biển số không đúng với chứng nhận đăng ký xe hoặc gắn biển số không do cơ quan có thẩm quyền cấp (kể cả rơ moóc)),,,,,bị tịch thu biển số xe,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 4 - Điểm a]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
4. Ngoài việc bị phạt tiền, người điều khiển phương tiện thực hiện hành vi vi phạm còn bị áp dụng các hình thức xử phạt bổ sung sau đây:
a) Thực hiện hành vi quy định tại điểm d khoản 2 Điều này bị tịch thu biển số xe;",
ND168_16_3_0428,Nghị định 168/2024/NĐ-CP,16,3,,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,"Điều khiển xe máy chuyên dùng sản xuất, lắp ráp, cải tạo trái quy định tham gia giao thông","hành vi điều khiển xe máy chuyên dùng sản xuất, lắp ráp hoặc cải tạo trái quy định tham gia giao thông",,,,,Tịch thu phương tiện,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 3]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
3. Tịch thu phương tiện đối với hành vi điều khiển xe máy chuyên dùng sản xuất, lắp ráp hoặc cải tạo trái quy định tham gia giao thông.",
ND168_16_2_đ_0429,Nghị định 168/2024/NĐ-CP,16,2,đ,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,Sử dụng giấy tờ xe không do cơ quan có thẩm quyền cấp hoặc bị tẩy xóa,"Sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe), giấy chứng nhận, tem kiểm định an toàn kỹ thuật và bảo vệ môi trường không do cơ quan có thẩm quyền cấp hoặc bị tẩy xóa",,1000000,2000000,Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 2 - Điểm đ]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
2. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
đ) Sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe), giấy chứng n",
ND168_16_2_đ_0430,Nghị định 168/2024/NĐ-CP,16,2,đ,máy kéo/xe máy chuyên dùng,Người điều khiển xe máy chuyên dùng,"Sử dụng chứng nhận đăng ký xe không đúng số khung, số động cơ","sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe) không đúng số khung, số động cơ (số máy) của xe (kể cả rơ moóc)",,1000000,2000000,Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 16 - Khoản 2 - Điểm đ]
Điều 16. Xử phạt người điều khiển xe máy chuyên dùng (kể cả rơ moóc được kéo theo) vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
2. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau đây:
đ) Sử dụng chứng nhận đăng ký xe (hoặc bản sao chứng nhận đăng ký xe có chứng thực kèm theo bản gốc giấy biên nhận của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài trong trường hợp tổ chức tín dụng, chi nhánh ngân hàng nước ngoài giữ bản gốc chứng nhận đăng ký xe), giấy chứng n",
