violation_id,legal_doc,article,clause,point,vehicle_type,actor,behavior_canonical,behavior_raw,condition_text,fine_min,fine_max,fine_text,additional_penalty,penalty_duration,point_deduction,remedial_measure,effective_status,source_text,note,behavior_category
ND168_35_2_0775,Nghị định 168/2024/NĐ-CP,35,2,,tổ chức/cá nhân khác,Tổ chức,Tổ chức tổ chức đua xe trái phép,tổ chức thực hiện hành vi vi phạm tổ chức đua xe trái phép,,80000000,100000000,từ 80.000.000 đồng đến 100.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 35 - Khoản 2]
Điều 35. Xử phạt, trừ điểm giấy phép lái xe đối với người đua xe trái phép, tổ chức đua xe, xúi giục, cổ vũ đua xe trái phép
2. Phạt tiền từ 40.000.000 đồng đến 50.000.000 đồng đối với cá nhân, từ 80.000.000 đồng đến 100.000.000 đồng đối với tổ chức thực hiện hành vi vi phạm tổ chức đua xe trái phép.",,khác
ND100_15_3_b_0376,Nghị định 100/2019/NĐ-CP,15,3,b,tổ chức/cá nhân khác,Tổ chức quản lý kết cấu hạ tầng giao thông đường bộ,"Không phát hiện, ngăn chặn, báo cáo kịp thời hành vi lấn chiếm hành lang an toàn đường bộ","Không phát hiện hoặc không có biện pháp ngăn chặn, báo cáo kịp thời các hành vi lấn chiếm, sử dụng trái phép hành lang an toàn giao thông đường bộ, phần đất dọc hai bên đường bộ dùng để quản lý, bảo trì, bảo vệ công trình đường bộ",,6000000,8000000,Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 15 - Khoản 3 - Điểm b]
Điều 15. Xử phạt các hành vi vi phạm quy định về quản lý, khai thác, bảo trì, bảo vệ kết cấu hạ tầng giao thông đường bộ
3. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường bộ thực hiện một trong các hành vi vi phạm sau đây:
b) Không phát hiện hoặc không có biện pháp ngăn chặn, báo cáo kịp thời các hành vi lấn chiếm, sử dụng trái phép hành lang an toàn giao thông đường bộ, phần đất dọc hai bên đường bộ dùng để quản lý, bảo trì, bảo vệ công trì",,khác
ND100_39_1_b_0906,Nghị định 100/2019/NĐ-CP,39,1,b,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường sắt",Không cung cấp hoặc cung cấp không đầy đủ trang thiết bị phục vụ cảnh giới,Không cung cấp hoặc cung cấp không đầy đủ trang thiết bị phục vụ cảnh giới theo quy định.,,3000000,5000000,Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 39 - Khoản 1 - Điểm b]
Điều 39. Xử phạt các hành vi vi phạm quy định về lắp đặt hệ thống báo hiệu, thiết bị tại đường ngang, cầu chung; kết nối tín hiệu đèn giao thông đường bộ với tín hiệu đèn báo hiệu trên đường bộ tại đường ngang, cầu chung; cung cấp thông tin hỗ trợ cảnh giới tại các điểm giao cắt giữa đường bộ và đường sắt
1. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường sắt thực hiện một trong các hành vi vi phạm sau đây:
b) Không cung cấp hoặc cung cấp khô",,khác
ND168_40_5_a_0874,Nghị định 168/2024/NĐ-CP,40,5,a,tổ chức/cá nhân khác,"Cơ sở sản xuất, lắp ráp, nhập khẩu, bảo hành, bảo dưỡng hoặc tổ chức, cá nhân được ủy quyền","Sử dụng, cung cấp hồ sơ, tài liệu giả để kiểm tra, chứng nhận, thử nghiệm","Sử dụng, cung cấp hồ sơ, tài liệu giả để thực hiện việc kiểm tra, chứng nhận, thử nghiệm nhưng chưa đến mức bị truy cứu trách nhiệm hình sự",,16000000,20000000,Phạt tiền từ 16.000.000 đồng đến 20.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 40 - Khoản 5 - Điểm a]
Điều 40. Xử phạt các hành vi vi phạm quy định về hoạt động đăng kiểm xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới
5. Phạt tiền từ 16.000.000 đồng đến 20.000.000 đồng đối với cơ sở sản xuất, lắp ráp, cơ sở nhập khẩu, cơ sở bảo hành, bảo dưỡng hoặc tổ chức, cá nhân được ủy quyền thực hiện một trong các hành vi vi phạm sau đây:
a) Sử dụng, cung cấp hồ sơ, tài liệu giả để thực hiện việc kiểm tra, chứng nhận, thử nghiệm nhưng chưa đến mức bị truy cứu trách nhiệm hình sự;",,giấy tờ/GPLX
ND100_48_7_a_1020,Nghị định 100/2019/NĐ-CP,48,7,a,tổ chức/cá nhân khác,"Tổ chức quản lý, kinh doanh đường sắt","Không xây dựng, thực hiện phương án phòng, chống, khắc phục hậu quả sự cố, thiên tai, tai nạn giao thông đường sắt","Không xây dựng, thực hiện phương án phòng, chống và khắc phục kịp thời hậu quả do sự cố, thiên tai, tai nạn giao thông đường sắt để bảo đảm giao thông đường sắt an toàn, thông suốt",,15000000,20000000,Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 48 - Khoản 7 - Điểm a]
Điều 48. Xử phạt các hành vi vi phạm quy định về phòng, chống thiên tai và giải quyết sự cố, tai nạn giao thông đường sắt
7. Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng đối với tổ chức quản lý, kinh doanh đường sắt thực hiện một trong các hành vi vi phạm sau đây:
a) Không xây dựng, thực hiện phương án phòng, chống và khắc phục kịp thời hậu quả do sự cố, thiên tai, tai nạn giao thông đường sắt để bảo đảm giao thông đường sắt an toàn, thông suốt;",,khác
ND100_55_1_a_1110,Nghị định 100/2019/NĐ-CP,55,1,a,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác, bảo trì kết cấu hạ tầng đường sắt","Không lập/cập nhật danh mục, hồ sơ quản lý đường ngang, vị trí nguy hiểm, lối đi tự mở","Không lập danh mục quản lý đối với các đường ngang không phù hợp với quy định của Luật Đường sắt; không lập, không cập nhật hồ sơ các vị trí nguy hiểm đối với an toàn giao thông đường sắt, lối đi tự mở qua đường sắt",,5000000,10000000,Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 55 - Khoản 1 - Điểm a]
Điều 55. Xử phạt các hành vi vi phạm quy định quản lý, bảo trì kết cấu hạ tầng đường sắt
1. Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng đối với tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường sắt thực hiện một trong các hành vi vi phạm sau đây:
a) Không lập danh mục quản lý đối với các đường ngang không phù hợp với quy định của Luật Đường sắt; không lập, không cập nhật hồ sơ các vị trí nguy hiểm đối với an toàn giao thông đường sắt, lối đi tự mở qua đường sắt;",,khác
ND100_58_2_a_1157,Nghị định 100/2019/NĐ-CP,58,2,a,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác phương tiện giao thông đường sắt",Sử dụng Giấy chứng nhận đăng ký không do cơ quan có thẩm quyền cấp,sử dụng Giấy chứng nhận đăng ký phương tiện giao thông đường sắt không do cơ quan có thẩm quyền cấp,,6000000,10000000,Phạt tiền từ 6.000.000 đồng đến 10.000.000 đồng trên mỗi phương tiện,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 58 - Khoản 2 - Điểm a]
Điều 58. Xử phạt các hành vi vi phạm quy định về điều kiện lưu hành của phương tiện giao thông đường sắt
2. Phạt tiền từ 6.000.000 đồng đến 10.000.000 đồng trên mỗi phương tiện đối với tổ chức trực tiếp quản lý, khai thác phương tiện giao thông đường sắt thực hiện một trong các hành vi vi phạm sau:
a) Đưa phương tiện không có Giấy chứng nhận đăng ký phương tiện giao thông đường sắt tham gia giao thông trên đường sắt hoặc sử dụng Giấy chứng nhận đăng ký phương tiện giao thông đường sắt không do cơ quan có thẩm quyền cấp, trừ vi",,giấy tờ/GPLX
ND100_59_1_b_1166,Nghị định 100/2019/NĐ-CP,59,1,b,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác phương tiện giao thông đường sắt","Đưa vào khai thác phương tiện đường sắt đô thị không có hoặc không đầy đủ thông tin, chỉ dẫn","Đưa vào khai thác phương tiện giao thông đường sắt đô thị không có hoặc có nhưng không đầy đủ thông tin, chỉ dẫn cần thiết cho khách hàng theo quy định.",,2000000,3000000,Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng trên mỗi phương tiện vi phạm,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 59 - Khoản 1 - Điểm b]
Điều 59. Xử phạt các hành vi vi phạm quy định về thông tin, chỉ dẫn cần thiết đối với phương tiện giao thông đường sắt
1. Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng trên mỗi phương tiện vi phạm nhưng tổng mức phạt tiền tối đa không vượt quá 150.000.000 đồng đối với tổ chức trực tiếp quản lý, khai thác phương tiện giao thông đường sắt thực hiện một trong các hành vi vi phạm sau:
b) Đưa vào khai thác phương tiện giao thông đường sắt đô thị không có hoặc có nhưng không đầy đủ thông tin, chỉ dẫn cần thiết cho khách hàng theo q",,khác
ND100_60_1_d_1171,Nghị định 100/2019/NĐ-CP,60,1,d,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác phương tiện giao thông đường sắt",Không lắp hoặc lắp đồng hồ áp suất không hoạt động trên toa xe khách,"Không lắp đồng hồ áp suất tại vị trí làm việc của trưởng tàu, trên một số toa xe khách theo quy định hoặc có lắp thiết bị này nhưng thiết bị không hoạt động theo quy định",,3000000,5000000,Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 60 - Khoản 1 - Điểm d]
Điều 60. Xử phạt các hành vi vi phạm quy định về thiết bị hãm, ghép nối đầu máy, toa xe
1. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với tổ chức trực tiếp quản lý, khai thác phương tiện giao thông đường sắt thực hiện một trong các hành vi vi phạm sau đây:
d) Không lắp đồng hồ áp suất tại vị trí làm việc của trưởng tàu, trên một số toa xe khách theo quy định hoặc có lắp thiết bị này nhưng thiết bị không hoạt động theo quy định;",,khác
ND100_61_3_a_1183,Nghị định 100/2019/NĐ-CP,61,3,a,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác phương tiện giao thông đường sắt",Phương tiện không có hoặc có nhưng không hoạt động các thiết bị bắt buộc,"Đầu máy, phương tiện động lực chuyên dùng không có đồng hồ báo tốc độ, thiết bị ghi tốc độ và các thông tin liên quan đến việc điều hành chạy tàu (hộp đen), thiết bị cảnh báo để lái tàu tỉnh táo trong khi lái tàu (đối với loại phương tiện được quy định phải có các thiết bị này) hoặc có các thiết bị này nhưng thiết bị không hoạt động theo quy định",,5000000,10000000,Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 61 - Khoản 3 - Điểm a]
Điều 61. Xử phạt các hành vi vi phạm quy định về trang thiết bị trên phương tiện giao thông đường sắt
3. Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng đối với tổ chức trực tiếp quản lý, khai thác phương tiện giao thông đường sắt thực hiện một trong các hành vi vi phạm sau đây:
a) Đầu máy, phương tiện động lực chuyên dùng không có đồng hồ báo tốc độ, thiết bị ghi tốc độ và các thông tin liên quan đến việc điều hành chạy tàu (hộp đen), thiết bị cảnh báo để lái tàu tỉnh táo trong khi lái tàu (đối với loại phương tiện được quy đ",,tốc độ
ND100_65_1_1203,Nghị định 100/2019/NĐ-CP,65,1,,tổ chức/cá nhân khác,Tổ chức trực tiếp kinh doanh vận tải đường sắt,Bán vé vượt quá số chỗ công bố trên toa xe,"hành vi bán vé vượt quá số chỗ công bố, quy định được phép chở tại từng thời điểm của toa xe tính trên mỗi hành khách bị vượt",tổng mức phạt tiền tối đa không vượt quá 150.000.000 đồng,1000000,2000000,Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 65 - Khoản 1]
Điều 65. Xử phạt hành vi vi phạm quy định về số người được phép chở, tải trọng cho phép chở của phương tiện giao thông đường sắt, tải trọng cho phép khai thác của cầu đường
1. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với tổ chức trực tiếp kinh doanh vận tải đường sắt thực hiện hành vi bán vé vượt quá số chỗ công bố, quy định được phép chở tại từng thời điểm của toa xe tính trên mỗi hành khách bị vượt nhưng tổng mức phạt tiền tối đa không vượt quá 150.000.000 đồng.",,chở hàng/chở người
ND100_67_1_b_1232,Nghị định 100/2019/NĐ-CP,67,1,b,tổ chức/cá nhân khác,Tổ chức sử dụng lao động,"Không tổ chức kiểm tra, sát hạch nghiệp vụ định kỳ hàng năm đối với nhân viên đường sắt","Không tổ chức kiểm tra, sát hạch nghiệp vụ định kỳ hàng năm đối với nhân viên đường sắt trực tiếp phục vụ chạy tàu theo quy định.",,6000000,8000000,Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 67 - Khoản 1 - Điểm b]
Điều 67. Xử phạt các hành vi vi phạm quy định về sử dụng nhân viên đường sắt trực tiếp phục vụ chạy tàu
1. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với tổ chức sử dụng lao động thực hiện một trong các hành vi vi phạm sau đây:
b) Không tổ chức kiểm tra, sát hạch nghiệp vụ định kỳ hàng năm đối với nhân viên đường sắt trực tiếp phục vụ chạy tàu theo quy định.",,khác
ND100_15_3_c_0377,Nghị định 100/2019/NĐ-CP,15,3,c,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường bộ","Không cắm cột thủy chí và ngăn chặn phương tiện qua đoạn đường ngập nước sâu trên 0,2 m","Không cắm cột thủy chí và có biện pháp ngăn chặn phương tiện qua những đoạn đường bị ngập nước sâu trên 0,2 m",,6000000,8000000,Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 15 - Khoản 3 - Điểm c]
Điều 15. Xử phạt các hành vi vi phạm quy định về quản lý, khai thác, bảo trì, bảo vệ kết cấu hạ tầng giao thông đường bộ
3. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường bộ thực hiện một trong các hành vi vi phạm sau đây:
c) Không cắm cột thủy chí và có biện pháp ngăn chặn phương tiện qua những đoạn đường bị ngập nước sâu trên 0,2 m;",,khác
ND168_40_5_b_0875,Nghị định 168/2024/NĐ-CP,40,5,b,tổ chức/cá nhân khác,"Cơ sở sản xuất, lắp ráp, nhập khẩu, bảo hành, bảo dưỡng hoặc tổ chức, cá nhân được ủy quyền","Sử dụng thiết bị, dụng cụ không đảm bảo để kiểm tra chất lượng xuất xưởng","Sử dụng thiết bị, dụng cụ không đảm bảo theo quy định của pháp luật về đo lường để kiểm tra chất lượng xuất xưởng xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới.",,16000000,20000000,Phạt tiền từ 16.000.000 đồng đến 20.000.000 đồng,,,,,current,"[Văn bản: Nghị định số 168/2024/NĐ-CP - Điều 40 - Khoản 5 - Điểm b]
Điều 40. Xử phạt các hành vi vi phạm quy định về hoạt động đăng kiểm xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới
5. Phạt tiền từ 16.000.000 đồng đến 20.000.000 đồng đối với cơ sở sản xuất, lắp ráp, cơ sở nhập khẩu, cơ sở bảo hành, bảo dưỡng hoặc tổ chức, cá nhân được ủy quyền thực hiện một trong các hành vi vi phạm sau đây:
b) Sử dụng thiết bị, dụng cụ không đảm bảo theo quy định của pháp luật về đo lường để kiểm tra chất lượng xuất xưởng xe cơ giới, xe máy chuyên dùng, phụ tùng xe cơ giới.",,khác
ND100_48_7_đ_1022,Nghị định 100/2019/NĐ-CP,48,7,đ,tổ chức/cá nhân khác,"Tổ chức quản lý, kinh doanh đường sắt","Không thành lập tổ ứng phó cứu viện để giải quyết sự cố, tai nạn giao thông đường sắt","Không thành lập tổ ứng phó cứu viện để giải quyết sự cố, tai nạn giao thông đường sắt.",,15000000,20000000,Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 48 - Khoản 7 - Điểm đ]
Điều 48. Xử phạt các hành vi vi phạm quy định về phòng, chống thiên tai và giải quyết sự cố, tai nạn giao thông đường sắt
7. Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng đối với tổ chức quản lý, kinh doanh đường sắt thực hiện một trong các hành vi vi phạm sau đây:
đ) Không thành lập tổ ứng phó cứu viện để giải quyết sự cố, tai nạn giao thông đường sắt.",,khác
ND100_55_1_c_1111,Nghị định 100/2019/NĐ-CP,55,1,c,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác, bảo trì kết cấu hạ tầng đường sắt","Không lập, lưu trữ hồ sơ quản lý công trình đường sắt hoặc lập, lưu trữ không đúng quy định","Không lập, không lưu trữ hồ sơ quản lý công trình đường sắt, hành lang an toàn giao thông đường sắt hoặc lập, lưu trữ hồ sơ nhưng không đúng quy định",,5000000,10000000,Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 55 - Khoản 1 - Điểm c]
Điều 55. Xử phạt các hành vi vi phạm quy định quản lý, bảo trì kết cấu hạ tầng đường sắt
1. Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng đối với tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường sắt thực hiện một trong các hành vi vi phạm sau đây:
c) Không lập, không lưu trữ hồ sơ quản lý công trình đường sắt, hành lang an toàn giao thông đường sắt hoặc lập, lưu trữ hồ sơ nhưng không đúng quy định;",,khác
ND100_58_2_đ_1160,Nghị định 100/2019/NĐ-CP,58,2,đ,tổ chức/cá nhân khác,"Tổ chức trực tiếp quản lý, khai thác phương tiện giao thông đường sắt","Tự ý thay đổi kết cấu, hình dáng, tính năng sử dụng của phương tiện giao thông đường sắt","Tự ý thay đổi kết cấu, hình dáng, tính năng sử dụng của phương tiện giao thông đường sắt.",,6000000,10000000,Phạt tiền từ 6.000.000 đồng đến 10.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 58 - Khoản 2 - Điểm đ]
Điều 58. Xử phạt các hành vi vi phạm quy định về điều kiện lưu hành của phương tiện giao thông đường sắt
2. Phạt tiền từ 6.000.000 đồng đến 10.000.000 đồng trên mỗi phương tiện đối với tổ chức trực tiếp quản lý, khai thác phương tiện giao thông đường sắt thực hiện một trong các hành vi vi phạm sau:
đ) Tự ý thay đổi kết cấu, hình dáng, tính năng sử dụng của phương tiện giao thông đường sắt.",,khác
ND100_60_1_a_1172,Nghị định 100/2019/NĐ-CP,60,1,a,tổ chức/cá nhân khác,"Tổ chức trực tiếp quản lý, khai thác phương tiện giao thông đường sắt",Không lắp hoặc lắp thiết bị hãm không hoạt động trên phương tiện giao thông đường sắt,"Trên phương tiện giao thông đường sắt không lắp thiết bị hãm tự động, hãm bằng tay hoặc có lắp thiết bị này nhưng thiết bị không hoạt động theo quy định",,3000000,5000000,Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 60 - Khoản 1 - Điểm a]
Điều 60. Xử phạt các hành vi vi phạm quy định về thiết bị hãm, ghép nối đầu máy, toa xe
1. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với tổ chức trực tiếp quản lý, khai thác phương tiện giao thông đường sắt thực hiện một trong các hành vi vi phạm sau đây:
a) Trên phương tiện giao thông đường sắt không lắp thiết bị hãm tự động, hãm bằng tay hoặc có lắp thiết bị này nhưng thiết bị không hoạt động theo quy định;",,khác
ND100_61_3_b_1184,Nghị định 100/2019/NĐ-CP,61,3,b,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác phương tiện giao thông đường sắt","Không có hoặc không hoạt động thiết bị đo tốc độ, thông tin liên lạc trên tàu","Không có thiết bị đo tốc độ tàu, thiết bị thông tin liên lạc giữa trưởng tàu và lái tàu tại vị trí làm việc của trưởng tàu theo quy định hoặc có lắp thiết bị này nhưng thiết bị không hoạt động theo quy định.",,5000000,10000000,Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 61 - Khoản 3 - Điểm b]
Điều 61. Xử phạt các hành vi vi phạm quy định về trang thiết bị trên phương tiện giao thông đường sắt
3. Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng đối với tổ chức trực tiếp quản lý, khai thác phương tiện giao thông đường sắt thực hiện một trong các hành vi vi phạm sau đây:
b) Không có thiết bị đo tốc độ tàu, thiết bị thông tin liên lạc giữa trưởng tàu và lái tàu tại vị trí làm việc của trưởng tàu theo quy định hoặc có lắp thiết bị này nhưng thiết bị không hoạt động theo quy định.",,tốc độ
ND100_65_2_b_1205,Nghị định 100/2019/NĐ-CP,65,2,b,tổ chức/cá nhân khác,Tổ chức trực tiếp kinh doanh vận tải đường sắt,Khai thác phương tiện đường sắt vượt tải trọng cầu đường đến 10%,Đưa vào khai thác phương tiện giao thông đường sắt có tải trọng rải đều hoặc tải trọng trục của mỗi phương tiện vượt quá tải trọng cho phép của cầu đường được quy định trong Công lệnh tải trọng đến 10%,,3000000,5000000,Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 65 - Khoản 2 - Điểm b]
Điều 65. Xử phạt hành vi vi phạm quy định về số người được phép chở, tải trọng cho phép chở của phương tiện giao thông đường sắt, tải trọng cho phép khai thác của cầu đường
2. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với tổ chức trực tiếp kinh doanh vận tải đường sắt thực hiện một trong các hành vi vi phạm sau đây:
b) Đưa vào khai thác phương tiện giao thông đường sắt có tải trọng rải đều hoặc tải trọng trục của mỗi phương tiện vượt quá tải trọng cho phép của cầu đường được quy định trong Công lệnh tải trọng đến 10%;",,chở hàng/chở người
ND100_67_2_a_1235,Nghị định 100/2019/NĐ-CP,67,2,a,tổ chức/cá nhân khác,Tổ chức sử dụng lao động,"Sử dụng nhân viên không có bằng, chứng chỉ, Giấy phép lái tàu phù hợp","Sử dụng nhân viên không có bằng, chứng chỉ chuyên môn, Giấy phép lái tàu phù hợp theo quy định",,8000000,10000000,Phạt tiền từ 8.000.000 đồng đến 10.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 67 - Khoản 2 - Điểm a]
Điều 67. Xử phạt các hành vi vi phạm quy định về sử dụng nhân viên đường sắt trực tiếp phục vụ chạy tàu
2. Phạt tiền từ 8.000.000 đồng đến 10.000.000 đồng đối với tổ chức sử dụng lao động thực hiện một trong các hành vi vi phạm sau đây:
a) Sử dụng nhân viên không có bằng, chứng chỉ chuyên môn, Giấy phép lái tàu phù hợp theo quy định;",,giấy tờ/GPLX
ND100_15_3_a_0378,Nghị định 100/2019/NĐ-CP,15,3,a,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường bộ","Không bổ sung, sửa chữa kịp thời biển báo hiệu nguy hiểm bị mất, hư hỏng","Không bổ sung hoặc sửa chữa kịp thời theo quy định các biển báo hiệu nguy hiểm đã bị mất, bị hư hỏng mất tác dụng",,6000000,8000000,Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 15 - Khoản 3 - Điểm a]
Điều 15. Xử phạt các hành vi vi phạm quy định về quản lý, khai thác, bảo trì, bảo vệ kết cấu hạ tầng giao thông đường bộ
3. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường bộ thực hiện một trong các hành vi vi phạm sau đây:
a) Không bổ sung hoặc sửa chữa kịp thời theo quy định các biển báo hiệu nguy hiểm đã bị mất, bị hư hỏng mất tác dụng; không có biện pháp khắc phục kịp thời theo quy định các hư hỏng của công trình đường bộ gây mất an toàn ",,tín hiệu/biển báo
ND100_48_7_c_1024,Nghị định 100/2019/NĐ-CP,48,7,c,tổ chức/cá nhân khác,"Tổ chức quản lý, kinh doanh đường sắt",Không thông báo kịp thời sự cố đe dọa an toàn chạy tàu,Không thông báo kịp thời sự cố đe dọa an toàn chạy tàu và việc tạm đình chỉ chạy tàu cho trực ban chạy tàu ga ở hai đầu khu gian nơi xảy ra sự cố hoặc nhân viên điều hành giao thông vận tải đường sắt,,15000000,20000000,Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 48 - Khoản 7 - Điểm c]
Điều 48. Xử phạt các hành vi vi phạm quy định về phòng, chống thiên tai và giải quyết sự cố, tai nạn giao thông đường sắt
7. Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng đối với tổ chức quản lý, kinh doanh đường sắt thực hiện một trong các hành vi vi phạm sau đây:
c) Không thông báo kịp thời sự cố đe dọa an toàn chạy tàu và việc tạm đình chỉ chạy tàu cho trực ban chạy tàu ga ở hai đầu khu gian nơi xảy ra sự cố hoặc nhân viên điều hành giao thông vận tải đường sắt;",,khác
ND100_55_1_e_1114,Nghị định 100/2019/NĐ-CP,55,1,e,tổ chức/cá nhân khác,"Tổ chức quản lý, khai thác, bảo trì kết cấu hạ tầng đường sắt","Không xây dựng lộ trình, không thực hiện biện pháp bảo đảm an toàn tại vị trí nguy hiểm","Không xây dựng lộ trình, không thực hiện biện pháp bảo đảm an toàn tại các vị trí nguy hiểm đối với an toàn giao thông đường sắt theo quy định",,5000000,10000000,Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng,,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 55 - Khoản 1 - Điểm e]
Điều 55. Xử phạt các hành vi vi phạm quy định quản lý, bảo trì kết cấu hạ tầng đường sắt
1. Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng đối với tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường sắt thực hiện một trong các hành vi vi phạm sau đây:
e) Không xây dựng lộ trình, không thực hiện biện pháp bảo đảm an toàn tại các vị trí nguy hiểm đối với an toàn giao thông đường sắt theo quy định;",,khác
ND100_9_1_a_0277,Nghị định 100/2019/NĐ-CP,9,1,a,người đi bộ,Người đi bộ,Không đi đúng phần đường quy định,Không đi đúng phần đường quy định,,60000,100000,từ 60.000 đồng đến 100.000 đồng,Phạt tiền,,,,old_base,"[Văn bản: Nghị định số 100/2019/NĐ-CP - Điều 9 - Khoản 1 - Điểm a]
Điều 9. Xử phạt người đi bộ vi phạm quy tắc giao thông đường bộ
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện một trong các hành vi vi phạm sau đây:
a) Không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường không đúng nơi quy định hoặc không bảo đảm an toàn;",,làn/phần đường
